ServiceTag,product,new_appgroup,node,产品线,hostname,IP,OS,装机模版,机型,机房,包间,机柜编号,机位,机柜位置,ASW编号,所有产品,节点数量,节点配置,区域,service,serviceInstanceNo,runtimeResourceLimit,region
sn_08963,yundun,,aegisfighter,,,,,,docker,,,,,,,,,,,aegis,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_90614,yundun,,aegisfighter,,,,,,docker,,,,,,,,,,,aegis,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_48691,webapp,,mops-lingxiao-test,,,,,,docker,,,,,,,,,,,lingxiao,1,"{""mem_limit"":""512M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_08412,armory,,cloud-armory-test,,,,,,docker,,,,,,,,,,,cloud-armory,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_65243,yundun,,aegis-test,,,,,,docker,,,,,,,,,,,aegis,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_52817,middleWare,,alimonitor-core,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_04982,middleWare,,alimonitor-core,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_67421,webapp,,rds_dms_app,,,,,,docker,,,,,,,,,,,dms_service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_14587,webapp,,rds_dms_app,,,,,,docker,,,,,,,,,,,dms_service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_27318,base,,base-biz-sso,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_82047,base,,base-biz-sso,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_42169,middleWare,,dubbo-reg,,,,,,docker,,,,,,,,,,,dubbo,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_30694,middleWare,,dubbo-reg,,,,,,docker,,,,,,,,,,,dubbo,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_34178,ecs,,zookeeper_3,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_60738,ecs,,zookeeper_2,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_20864,ecs,,zookeeper_1,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_76592,webapp,,oms-db-init,,,,,,docker,,,,,,,,,,,oms,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_68954,webapp,,zixia-ssoServer,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_36729,webapp,,zixia-ssoServer,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_28657,tianji,,apsaraportal-test,,,,,,docker,,,,,,,,,,,apsaraportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_91842,galaxy,,datahub_smoke_test,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_59631,rds,,rds_service_init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_24658,galaxy,,galaxy_ag,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_51682,middleWare,,zk-test,,,,,,docker,,,,,,,,,,,zookeeper,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_52460,tianji,,test,,,,,,docker,,,,,,,,,,,alertportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_49058,base,,base-biz-wkbench,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_96182,base,,base-biz-wkbench,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_95312,webapp,,oms-service-aliyun-com,,,,,,docker,,,,,,,,,,,oms,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_19732,webapp,,oms-service-aliyun-com,,,,,,docker,,,,,,,,,,,oms,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_20873,oss,,oss-yaochi-test,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_23156,tianji,,alert-master,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_13478,tianji,,alert-master,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_40972,yundun,,aegiserverlite,,,,,,docker,,,,,,,,,,,aegis,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_27168,yundun,,aegiserverlite,,,,,,docker,,,,,,,,,,,aegis,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_40935,sls,,sls_ag,,,,,,docker,,,,,,,,,,,common,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_54698,yundun,,security-auditlog-app,,,,,,docker,,,,,,,,,,,security-auditlog,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_92410,yundun,,security-auditlog-app,,,,,,docker,,,,,,,,,,,security-auditlog,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_46150,dtdream,,alarm,,,,,,docker,,,,,,,,,,,dtcenter,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_20957,webapp,,pop-aliyun-com,,,,,,docker,,,,,,,,,,,pop,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_51637,webapp,,pop-aliyun-com,,,,,,docker,,,,,,,,,,,pop,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_86192,webapp,,pop-test-aliyun-com,,,,,,docker,,,,,,,,,,,pop,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_65910,tianji,,apsaraportal-db,,,,,,docker,,,,,,,,,,,apsaraportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_29738,yundun,,yundun-opsconsole-db-init,,,,,,docker,,,,,,,,,,,opsconsole,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_29075,ads,,zk,,,,,,docker,,,,,,,,,,,ads_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_54901,ads,,zk,,,,,,docker,,,,,,,,,,,ads_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_05629,ads,,zk,,,,,,docker,,,,,,,,,,,ads_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_92137,galaxy,,gallardo_ag,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_67382,middleWare,,vipserver-test,,,,,,docker,,,,,,,,,,,jmenvDiamondVips,1,"{""mem_limit"":""128M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_12307,baseService,,phoenix-auth-center-init,,,,,,docker,,,,,,,,,,,phoenix-auth-center,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_36940,webapp,,zixia-server,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_72698,webapp,,zixia-server,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_50689,rds,,rds_test_ppas,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_47290,tianji,,newportal,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_34098,tianji,,newportal,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_54128,yundun,,yundun-opsconsole-test,,,,,,docker,,,,,,,,,,,opsconsole,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_18237,middleWare,,zk,,,,,,docker,,,,,,,,,,,zookeeper,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_69328,middleWare,,zk,,,,,,docker,,,,,,,,,,,zookeeper,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_71640,middleWare,,zk,,,,,,docker,,,,,,,,,,,zookeeper,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_37541,webapp,,rds_dms_init,,,,,,docker,,,,,,,,,,,dms_service,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_17580,slb,,web-app-db-init,,,,,,docker,,,,,,,,,,,vnet,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_36829,slb,,slb-monitor-cms,,,,,,docker,,,,,,,,,,,monitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_78945,middleWare,,jmenv,,,,,,docker,,,,,,,,,,,jmenvDiamondVips,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_42570,middleWare,,jmenv,,,,,,docker,,,,,,,,,,,jmenvDiamondVips,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_34129,ecs,,tair_dataserver_1,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_89064,galaxy,,zookeeper,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_32451,galaxy,,zookeeper,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_25164,galaxy,,zookeeper,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_92738,slb,,web-app-test,,,,,,docker,,,,,,,,,,,vnet,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_16349,baseService,,account-lite-web-aliyun-com-test,,,,,,docker,,,,,,,,,,,aas,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_72563,slb,,slb_service_init,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_39041,base,,base-biz-gateway,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true""}",cn-beijing-bgm-d01
sn_54789,base,,base-biz-gateway,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true""}",cn-beijing-bgm-d01
sn_07391,webapp,,erms-console-aliyun-com,,,,,,docker,,,,,,,,,,,erms,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_84201,webapp,,erms-console-aliyun-com,,,,,,docker,,,,,,,,,,,erms,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_87529,baseService,,cloud-service-center-init,,,,,,docker,,,,,,,,,,,cloud-service-center,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_65493,slb,,slb-api,,,,,,docker,,,,,,,,,,,controller,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_13907,slb,,slb-api,,,,,,docker,,,,,,,,,,,controller,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_18763,ecs,,file-server,,,,,,docker,,,,,,,,,,,luorigong,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_31207,webapp,,zixia-test,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_04271,base,,base-biz-cdp,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_96501,base,,base-biz-cdp,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_58613,middleWare,,alimonitor-web,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_14073,middleWare,,alimonitor-web,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_83694,middleWare,,alimonitor-task,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""2014M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_32497,slb,,slb-monitor-oms,,,,,,docker,,,,,,,,,,,monitor,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_20367,base,,base-biz-baseapi,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_76842,base,,base-biz-baseapi,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_23674,ecs,,regionmaster,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""10240M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_31049,ecs,,regionmaster,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""10240M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_75018,webapp,,tag-service-aliyun-com,,,,,,docker,,,,,,,,,,,tag,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_64037,webapp,,tag-service-aliyun-com,,,,,,docker,,,,,,,,,,,tag,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_35917,webapp,,res-stock-center,,,,,,docker,,,,,,,,,,,resStock,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_35867,webapp,,res-stock-center,,,,,,docker,,,,,,,,,,,resStock,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_82690,tianji,,metric-master,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_21876,tianji,,metric-master,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_15948,webapp,,tag-service-aliyun-com-test,,,,,,docker,,,,,,,,,,,tag,1,"{""mem_limit"":""512M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_30496,yundun,,security-auditlog-test,,,,,,docker,,,,,,,,,,,security-auditlog,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_35018,webapp,,zixia-redisSlave,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_09421,dtdream,,cloud,,,,,,docker,,,,,,,,,,,dtcenter,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_63549,dtdream,,cloud,,,,,,docker,,,,,,,,,,,dtcenter,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_53274,baseService,,rc-service-aliyun-com,,,,,,docker,,,,,,,,,,,rc-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_50319,baseService,,rc-service-aliyun-com,,,,,,docker,,,,,,,,,,,rc-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_91645,baseService,,phoenix-auth-center-test,,,,,,docker,,,,,,,,,,,phoenix-auth-center,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_54193,rds,,rds_test_mssql,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_76952,webapp,,zixia-redisMaster,,,,,,docker,,,,,,,,,,,zixia,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_26874,rds,,deploy-mysql56,,,,,,docker,,,,,,,,,,,db-mysql,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_40169,rds,,yum-repo-server,,,,,,docker,,,,,,,,,,,tianlong,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_95063,webapp,,oms-images-test,,,,,,docker,,,,,,,,,,,oms,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_82051,ecs,,ecs_db_init,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_75396,base,,base-biz-alisa,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_59087,base,,base-biz-alisa,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_09562,middleWare,,metaq3-test,,,,,,docker,,,,,,,,,,,metaq,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_08567,rds,,dns-hack,,,,,,docker,,,,,,,,,,,tianlong,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_94250,ecs,,global_rms,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_98521,ecs,,global_rms,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_83762,baseService,,yaochi-aliyun-inc-com,,,,,,docker,,,,,,,,,,,yaochi-console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_18039,baseService,,yaochi-aliyun-inc-com,,,,,,docker,,,,,,,,,,,yaochi-console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_06351,webapp,,erms-console-aliyun-com-init,,,,,,docker,,,,,,,,,,,erms,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_54630,ram,,account-sub-service,,,,,,docker,,,,,,,,,,,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_51872,ram,,account-sub-service,,,,,,docker,,,,,,,,,,,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_17053,bcc,,db_init,,,,,,docker,,,,,,,,,,,web,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_53640,webapp,,aliyun-admin-console,,,,,,docker,,,,,,,,,,,admin,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_09231,webapp,,aliyun-admin-console,,,,,,docker,,,,,,,,,,,admin,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_91463,baseService,,rc-service-test,,,,,,docker,,,,,,,,,,,rc-service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_98467,webapp,,erms-console-aliyun-com-test,,,,,,docker,,,,,,,,,,,erms,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_87235,rds,,rds_service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_74563,rds,,rds_service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_13569,baseService,,cloud-service-center-test,,,,,,docker,,,,,,,,,,,cloud-service-center,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_05913,ram,,account-sub-test,,,,,,docker,,,,,,,,,,,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_23940,ads,,rm,,,,,,docker,,,,,,,,,,,ads_service,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_89246,ads,,rm,,,,,,docker,,,,,,,,,,,ads_service,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_53487,tianji,,shennongportalWEB,,,,,,docker,,,,,,,,,,,shennongportal,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_31740,tianji,,shennongportalWEB,,,,,,docker,,,,,,,,,,,shennongportal,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_60872,base,,base-biz-dqcsupervisor,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_16597,base,,base-biz-dqcsupervisor,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_83975,yundun,,banff-embassy,,,,,,docker,,,,,,,,,,,opsconsole,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_51980,yundun,,banff-embassy,,,,,,docker,,,,,,,,,,,opsconsole,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_81740,rds,,rds_test_pg,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_67152,tianji,,metric-collector,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_30968,tianji,,metric-collector,,,,,,docker,,,,,,,,,,,tianjimon,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_01654,galaxy,,galaxy_ag,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_35708,webapp,,rule-service-test,,,,,,docker,,,,,,,,,,,rule,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_34257,middleWare,,alimonitor-muses,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_25943,middleWare,,alimonitor-muses,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_92017,rds,,rds_test_clean,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_85023,baseService,,umm-init,,,,,,docker,,,,,,,,,,,umm-ak,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_19873,base,,base-biz-dfs,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_59013,base,,base-biz-dfs,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_34589,base,,base-biz-dmc,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_02431,base,,base-biz-dmc,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_12497,slb,,slbabs-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_42183,slb,,slbabs-service-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_10695,ecs,,apiserver,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_58031,ecs,,apiserver,,,,,,docker,,,,,,,,,,,houyi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
