ServiceTag,product,new_appgroup,node,产品线,hostname,IP,OS,装机模版,机型,机房,包间,机柜编号,机位,机柜位置,ASW编号,所有产品,节点数量,节点配置,区域,service,serviceInstanceNo,runtimeResourceLimit,region
sn_16273,base,,base-biz-metaservice,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_47530,base,,base-biz-metaservice,,,,,,docker,,,,,,,,,,,baseBizApp,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_41507,sls,,sls_ag,,,,,,docker,,,,,,,,,,,with_odps,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_70239,middleWare,,alimonitor-superagent,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_21734,middleWare,,alimonitor-superagent,,,,,,docker,,,,,,,,,,,alimonitor,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_07352,baseService,,account-session-aliyun-com,,,,,,docker,,,,,,,,,,,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_09346,baseService,,account-session-aliyun-com,,,,,,docker,,,,,,,,,,,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_52089,middleWare,,tair-test,,,,,,docker,,,,,,,,,,,tair,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_06259,tianji,,test,,,,,,docker,,,,,,,,,,,shennongportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_58173,webapp,,oam-service-aliyun-com-test,,,,,,docker,,,,,,,,,,,oam,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_76935,middleWare,,dubbo-init,,,,,,docker,,,,,,,,,,,dubbo,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_63895,middleWare,,metaq3-broker,,,,,,docker,,,,,,,,,,,metaq,1,"{""mem_limit"":""10240M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_35096,middleWare,,metaq3-broker,,,,,,docker,,,,,,,,,,,metaq,1,"{""mem_limit"":""10240M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_90263,slb,,slb-monitor-master,,,,,,docker,,,,,,,,,,,controller,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126189,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc823a130.cloud.nu17,10.1.8.68,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,B01,15,A1-1-B01,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126191,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc823a146.cloud.nu17,10.1.8.109,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,B03,3,A1-1-B03,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126197,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc823a147.cloud.nu17,10.1.8.111,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,B01,9,A1-1-B01,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126201,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc823a129.cloud.nu17,10.1.8.64,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,B01,16,A1-1-B01,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126202,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc8f73131.cloud.nu17,10.1.7.23,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,A09,7,A1-1-A07,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
815126200,ots|ots,ayots_am32_public_apsara_ssd_cs,ots_server|cs,专有云=bgm=OTS=aypublic_apsara_ssd-am32,rc8f73126.cloud.nu17,10.1.8.65,AliOS5U7-x86-64,bigdata,D13.12,am32,14-Oct,A07,15,A1-1-B04,ASW-4,ots|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ots_cs""}]",D13.12|SNC,public|public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false""}",cn-beijing-bgm-d01
sn_23471,rds,,proxy-api,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58192,rds,,proxy-api,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_07689,rds,,ftp,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_45102,rds,,ftp,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_75492,rds,,proxy-server,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_78431,rds,,aurora,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_37489,rds,,aurora,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_34812,rds,,db-init-paladin,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_12309,rds,,api,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_89375,rds,,api,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_43968,rds,,db-init,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_91206,rds,,influxdb,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_43567,rds,,dukang,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_15972,rds,,dukang,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_27960,rds,,bak-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_92148,rds,,bak-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_15462,rds,,warden,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_34250,rds,,put-oss-bucket,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_35076,rds,,upgrade-v730,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_74985,rds,,task-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_28906,rds,,task-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_20735,rds,,stat-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_89054,rds,,stat-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_83415,rds,,tunning-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_70289,rds,,tunning-master,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81745,rds,,redis,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_45173,rds,,redis,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_20354,rds,,message-center,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81524,rds,,message-center,,,,,,docker,,,,,,,,,,,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_35901,ram,,sts,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_76410,ram,,sts,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58297,ram,,ram-master,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_06214,ram,,ram-master,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_47803,ram,,ram-master-preupgrade,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_98032,ram,,ram-test,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_72509,ram,,ram-slave,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_53082,ram,,ram-slave,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_43102,ram,,ram-dubbo-forward-service,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_12390,ram,,ram-dubbo-forward-service,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_08461,ram,,ram-master-db-init,,,,,,docker,,,,,,,,,,,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_37296,ots,,ots_ag,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_97605,ots,,test,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_59302,ots,,ots_ag,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_48691,ots,,test,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_21569,ots,,monitor,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_81236,ots,,monitor,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_84052,ots,,monitor,,,,,,docker,,,,,,,,,,,inner,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_60395,ots,,ots-console-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_75164,ots,,ots-console-aliyun-com,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_23459,ots,,monitor,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_71308,ots,,monitor,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_46805,ots,,monitor,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19605,ots,,ots_yaochi,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_15892,ots,,ots_yaochi_test,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_30146,ots,,nuwa,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_20867,ots,,nuwa,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_85601,ots,,nuwa,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_61790,ots,,ag,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_04852,ots,,package_manager,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_86215,ots,,package_manager,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58134,ots,,fuxi_master,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_96810,ots,,fuxi_master,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_64390,ots,,pangu_master,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_89210,ots,,pangu_master,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_64570,ots,,pangu_master,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_38062,ots,,precheck,,,,,,docker,,,,,,,,,,,public_apsara_ssd,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_41657,ots,,api_server,,,,,,docker,,,,,,,,,,,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_95137,ots,,ocm_upgrade,,,,,,docker,,,,,,,,,,,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_27480,ots,,controller,,,,,,docker,,,,,,,,,,,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_15469,ots,,controller,,,,,,docker,,,,,,,,,,,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_56291,oss,,prechecker,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_37450,oss,,pangu_master,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_64758,oss,,pangu_master,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_23901,oss,,pangu_master,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""32G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_23106,oss,,test,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58290,oss,,package_manager,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_93061,oss,,package_manager,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_67038,oss,,nuwa,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_52671,oss,,nuwa,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_58729,oss,,nuwa,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_23761,oss,,ag,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_10852,oss,,fuxi_master,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_45623,oss,,fuxi_master,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_52013,oss,,oss_ag,,,,,,docker,,,,,,,,,,,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_43579,ecs,,pangu_master,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_67985,ecs,,pangu_master,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_42370,ecs,,pangu_master,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_31709,ecs,,precheck_apsara,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_43861,ecs,,nuwa,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19275,ecs,,nuwa,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_13879,ecs,,nuwa,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_96012,ecs,,precheck_houyi,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_18960,ecs,,fuxi_master,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_25987,ecs,,fuxi_master,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_13906,ecs,,package_manager,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_68390,ecs,,package_manager,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_17250,ecs,,ag,,,,,,docker,,,,,,,,,,,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_47532,odps,,odps_smoke,,,,,,docker,,,,,,,,,,,odps_service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_19645,odps,,ag,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_35648,odps,,odps_sqlregress_test,,,,,,docker,,,,,,,,,,,odps_test_service,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_14607,odps,,pangu_master,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""ApsaraODPSPangu""}",cn-beijing-bgm-d01
sn_63908,odps,,pangu_master,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""ApsaraODPSPangu""}",cn-beijing-bgm-d01
sn_13749,odps,,pangu_master,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""true"",""calcType"":""ApsaraODPSPangu""}",cn-beijing-bgm-d01
sn_73521,odps,,prechecker,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_70598,odps,,odps-yaochi-service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_91384,odps,,odps-yaochi-service,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_52314,odps,,odps-yaochi-console,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_72546,odps,,odps-yaochi-console,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_39580,odps,,datahub_ag,,,,,,docker,,,,,,,,,,,odps_datahub,1,"{""mem_limit"":""6G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_38607,odps,,package_manager,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""ApsaraODPSPackage""}",cn-beijing-bgm-d01
sn_83964,odps,,package_manager,,,,,,docker,,,,,,,,,,,odps_apsara,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""ApsaraODPSPackage""}",cn-beijing-bgm-d01
sn_51683,odps,,odps-yaochi-location,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_35170,odps,,odps_openMrOnLotregress_test,,,,,,docker,,,,,,,,,,,odps_test_service,1,"{""mem_limit"":""16G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
sn_70861,odps,,odps-yaochi-dbinit,,,,,,docker,,,,,,,,,,,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-beijing-bgm-d01
